book_id,isbn,authors,original_publication_year,title
373,0141311371,"Roald Dahl, Quentin Blake",1982,The BFG
374,000076790818X,Bill Bryson,2003,A Short History of Nearly Everything
375,0439227143,Jack London,1903,The Call of the Wild
376,0385738773,James Dashner,2011,"The Death Cure (Maze Runner, #3)"
377,0061142026,Neil Gaiman,1999,Stardust
378,0618485228,Jhumpa Lahiri,2003,The Namesake
379,0670022411,Deborah Harkness,2011,"A Discovery of Witches (All Souls Trilogy, #1)"
380,0375704027,"Haruki Murakami, Jay Rubin",1987,Norwegian Wood
381,0446672211,Billie Letts,1995,Where the Heart Is
382,0525421580,"John Green, David Levithan",2010,"Will Grayson, Will Grayson"
383,0307276902,James Frey,2003,A Million Little Pieces
384,0001595141758,Richelle Mead,2008,"Frostbite (Vampire Academy, #2)"
385,0307352145,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can't Stop Talking
386,0440439884,Scott O'Dell,1960,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)"
387,0142437336,"Arthur Miller, Christopher Bigsby",1953,The Crucible
388,0689840926,Gary Paulsen,1986,"Hatchet (Brian's Saga, #1)"
389,000076531178X,Brandon Sanderson,2006,"The Final Empire (Mistborn, #1)"
390,0451528956,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr. Jekyll and Mr. Hyde
391,0679889108,Dr. Seuss,1971,The Lorax
392,0810993139,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)"
393,0001599906953,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)"
394,0001595141979,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)"
395,0684803356,Ernest Hemingway,1940,For Whom the Bell Tolls
396,0345505336,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet
397,0140120831,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer
398,0060838582,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal
399,0747599874,J.K. Rowling,2007,The Tales of Beedle the Bard
400,0441569595,William Gibson,1984,Neuromancer
401,0099910101,Ernest Hemingway,1929,A Farewell to Arms
402,0553212281,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings
403,0001590302257,"Sun Tzu, Thomas Cleary",-500,The Art of War
404,0385344228,William Landay,2012,Defending Jacob
405,0385334206,Kurt Vonnegut Jr.,1973,Breakfast of Champions
406,0874774241,Betty Edwards,1979,The New Drawing on the Right Side of the Brain
407,0060838728,Ann Patchett,2001,Bel Canto
408,0739467352,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies"
409,0375508414,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe
410,0385474547,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)"
411,0385338694,Sophie Kinsella,2005,The Undomestic Goddess
412,0001881273156,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
413,,Alexandre Dumas,1844,The Three Musketeers
414,0001416589643,Chris Cleave,2008,Little Bee
415,000031253275X,Alyson Noel,2009,"Evermore (The Immortals, #1)"
416,0590032496,"Roald Dahl, Quentin Blake",1983,The Witches
417,0743298020,Diane Setterfield,2006,The Thirteenth Tale
418,0001595142509,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)"
419,0001595141987,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)"
420,0446676071,Nicholas Sparks,1998,Message in a Bottle
421,0345521307,Paula McLain,2011,The Paris Wife
422,0545044251,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)"
423,0062059963,Kiera Cass,2013,"The Elite (The Selection, #2)"
424,0156001314,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose
425,0001416914633,"Beatrice Sparks, Anonymous",1971,Go Ask Alice
426,0802130208,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces
427,000158049580X,Oscar Wilde,1895,The Importance of Being Earnest
428,0001423140605,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)"
429,0060855924,Terry Pratchett,1983,"The Color of Magic (Discworld, #1; Rincewind #1)"
430,0001400079276,"Haruki Murakami, Philip Gabriel",2002,Kafka on the Shore
431,0525945563,Thomas Harris,1981,"Red Dragon (Hannibal Lecter, #1)"
432,0553803700,Isaac Asimov,1950,"I, Robot (Robot #0.1)"
433,0451216954,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood, #1)"
434,0001416989439,Becca Fitzpatrick,2010,"Crescendo (Hush, Hush, #2)"
435,0061726818,Lauren Oliver,2010,Before I Fall
436,0679457313,Arundhati Roy,1997,The God of Small Things
437,0670024783,Sue Monk Kidd,2014,The Invention of Wings
438,0141043768,Liane Moriarty,2009,What Alice Forgot
439,0553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time
440,0525951652,Ken Follett,2010,"Fall of Giants (The Century Trilogy, #1)"
441,0001439148503,Stephen King,2009,Under the Dome
442,0553380958,Neal Stephenson,1992,Snow Crash
443,0670061050,Sarah Dessen,2006,Just Listen
444,0525467564,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh (Winnie-the-Pooh, #1)"
445,0062060554,S.J. Watson,2011,Before I Go to Sleep
446,0001420925539,Arthur Conan Doyle,1887,A Study in Scarlet
447,0375826726,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle, #3)"
448,0310276993,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?
449,0312360282,"P.C. Cast, Kristin Cast",2007,"Betrayed (House of Night, #2)"
450,0451457811,Jim Butcher,2000,"Storm Front (The Dresden Files, #1)"
451,0001593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey
452,0399162410,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)"
453,0802142842,Charles Frazier,1997,Cold Mountain
454,0060245867,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie
455,0312323867,Emily Giffin,2005,"Something Blue (Darcy & Rachel, #2)"
456,0822210894,Tennessee Williams,1947,A Streetcar Named Desire
457,0751537284,Elizabeth Kostova,2005,The Historian
458,0385353308,Emily St. John Mandel,2014,Station Eleven
459,0001476738017,"Fredrik Backman, Henning Koch",2012,A Man Called Ove
460,0001406321346,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices, #3)"
461,0001416500189,Pearl S. Buck,1931,"The Good Earth (House of Earth, #1)"
462,0140135154,John Berger,1972,Ways of Seeing
463,0385335970,Diana Gabaldon,1992,"Dragonfly in Amber (Outlander, #2)"
464,,Anonymous,1611,Holy Bible: King James Version
465,0743495667,Jennifer Weiner,2002,In Her Shoes
466,0345368584,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit: Graphic Novel
467,0001594489580,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao
468,0061120065,Zora Neale Hurston,1937,Their Eyes Were Watching God
469,0439321603,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them
470,0316322407,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban
471,0141439807,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park
472,000080701429X,Viktor E. Frankl,1946,Man's Search for Meaning
473,0670038601,Tana French,2007,"In the Woods (Dublin Murder Squad, #1)"
474,0618680004,Richard Dawkins,2006,The God Delusion
475,0525422943,Gayle Forman,2011,"Where She Went (If I Stay, #2)"
476,0345915593,John Irving,1978,The World According to Garp
477,0515141429,Lee Child,1997,"Killing Floor (Jack Reacher, #1)"
478,0375757325,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,Robinson Crusoe
479,0937832383,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,The Prince
480,0440238153,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials, #3)"
481,0765346524,Terry Goodkind,1994,"Wizard's First Rule (Sword of Truth, #1)"
482,0001439153663,Kathleen Grissom,2010,The Kitchen House
483,0316769029,J.D. Salinger,1961,Franny and Zooey
484,0385720920,Chuck Palahniuk,2001,Choke
485,0374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,The Brothers Karamazov
486,0375822747,Jeanne DuPrau,2003,"The City of Ember (Book of Ember, #1)"
487,0060541814,Michael Crichton,1969,The Andromeda Strain
488,0451933028,Stephen King,1996,The Green Mile
489,000000100039X,Kahlil Gibran,1923,The Prophet
490,0394541553,Art Spiegelman,1985,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)"
491,0312379838,"P.C. Cast, Kristin Cast",2008,"Untamed (House of Night, #4)"
492,0812550757,Orson Scott Card,1986,"Speaker for the Dead (Ender's Saga, #2)"
493,0684823780,C.S. Lewis,1952,Mere Christianity
494,0001400031702,Donna Tartt,1992,The Secret History
495,0375725784,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius
496,0553381679,Jean M. Auel,1980,"The Clan of the Cave Bear (Earth's Children, #1)"
497,0439228905,Anna Sewell,1877,Black Beauty
498,0192833987,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,War and Peace
499,0679735771,Bret Easton Ellis,1991,American Psycho
500,0613371658,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries, #1)"
501,0001400034779,Alexander McCall Smith,1998,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)"
502,0001582406723,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 01: Days Gone Bye"
503,0451457994,Arthur C. Clarke,1968,"2001: A Space Odyssey (Space Odyssey, #1)"
504,0001590525132,Francine Rivers,1991,Redeeming Love
505,0842342702,"Tim LaHaye, Jerry B. Jenkins",1995,"Left Behind (Left Behind, #1)"
506,0062059998,Kiera Cass,2014,"The One (The Selection, #3)"
507,0545265355,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)"
508,0805063897,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America
509,0593053893,Sophie Kinsella,2008,Remember Me?
510,0812517725,Robert Jordan,1990,"The Great Hunt (Wheel of Time, #2)"
511,0743477154,Patricia Cornwell,1990,"Postmortem (Kay Scarpetta, #1)"
512,0385074077,Edgar Allan Poe,1849,The Complete Stories and Poems
513,0553256696,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place: The Triumphant True Story of Corrie Ten Boom
514,0192835084,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes
515,0553381547,Pat Conroy,1986,The Prince of Tides
516,0312282990,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay
517,0802798233,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry, #1)"
518,0805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan
519,0689865392,Scott Westerfeld,2005,"Pretties (Uglies, #2)"
520,0965341984,"Haruki Murakami, Jay Rubin",1994,The Wind-Up Bird Chronicle
521,0739465511,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)"
522,0375507256,David Mitchell,2004,Cloud Atlas
523,0767902890,Tim O'Brien,1990,The Things They Carried
524,0001844137872,Banksy,1988,Wall and Piece
525,000006197806X,Lauren Oliver,2012,"Pandemonium (Delirium, #2)"
526,0307277887,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter, #1)"
527,0001841493007,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)"
528,0765305119,Robert Jordan,1991,"The Dragon Reborn (Wheel of Time, #3)"
529,0141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver's Travels
530,0743482751,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing
531,0393320979,"Unknown, Seamus Heaney",975,Beowulf
532,0001401207529,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One
533,0062409859,Harper Lee,2015,Go Set a Watchman
534,0316143472,David Sedaris,2008,When You Are Engulfed in Flames
535,0316134023,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)"
536,0001409151174,Victoria Aveyard,2015,"Red Queen (Red Queen, #1)"
537,0001400069289,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business
538,0679751521,John Berendt,1994,Midnight in the Garden of Good and Evil
539,0001301949825,Colleen Hoover,2012,"Hopeless (Hopeless, #1)"
540,0142437018,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess
541,0142406252,Sarah Dessen,2004,The Truth About Forever
542,0439861365,C.S. Lewis,1954,"The Horse and His Boy (Chronicles of Narnia, #5)"
543,0001595143068,Richelle Mead,2010,"Last Sacrifice (Vampire Academy, #6)"
544,0064400026,"Laura Ingalls Wilder, Garth Williams",1935,"Little House on the Prairie (Little House, #2)"
545,0380002558,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit
546,0060589469,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
547,0375759239,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds
548,0060887303,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars, #1)"
549,0670241334,Don Freeman,1948,Corduroy
550,0001594200823,Michael Pollan,2006,The Omnivore's Dilemma: A Natural History of Four Meals
551,0316176486,Kate Atkinson,2013,Life After Life
552,0446696129,Nicholas Sparks,2000,The Rescue
553,000045057458X,Stephen King,1991,Needful Things
554,0385335997,Diana Gabaldon,1993,"Voyager (Outlander, #3)"
555,0393315053,"Kenneth Branagh, William Shakespeare",1996,"Hamlet: Screenplay, Introduction And Film Diary"
556,0307348245,Stephen King,1981,Cujo
557,0747560595,Jeffrey Eugenides,1993,The Virgin Suicides
558,0441012183,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse, #4)"
559,0141439599,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the D'Urbervilles
560,0192840398,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary
561,0394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth
562,0765326353,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)"
563,0001841493015,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse, #3)"
564,000078685197X,Ned Vizzini,2006,It's Kind of a Funny Story
565,0765316889,Brandon Sanderson,2007,"The Well of Ascension (Mistborn, #2)"
566,,Jojo Moyes,2015,"After You (Me Before You, #2)"
567,000034552554X,Vanessa Diffenbaugh,2011,The Language of Flowers
568,000156389341X,"Frank Miller, Klaus Janson, Lynn Varley",1986,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)"
569,0446617792,James Patterson,2005,"The Angel Experiment (Maximum Ride, #1)"
570,0001573225517,Nick Hornby,1995,High Fidelity
571,0446696110,Nicholas Sparks,2003,The Guardian
572,0385721676,Margaret Atwood,2003,"Oryx and Crake (MaddAddam, #1)"
573,0060574216,John Gray,1998,"Men Are from Mars, Women Are from Venus"
574,0060899220,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly
575,0099244721,Michael Crichton,1999,Timeline
576,0486266893,Voltaire,1759,Candide
577,0374480095,Natalie Babbitt,1975,Tuck Everlasting
578,0002253147699,"Stephen King, Marie Milpois",1983,Christine
579,0001713221,P.D. Eastman,1960,Are You My Mother?
580,000071483355X,E.H. Gombrich,1950,The Story of Art
581,0312642962,Marissa Meyer,2013,"Scarlet (The Lunar Chronicles, #2)"
582,0751532711,Robert T. Kiyosaki,1997,"Rich Dad, Poor Dad"
583,0001442426640,Becca Fitzpatrick,2011,"Silence (Hush, Hush, #3)"
584,0670020559,Lev Grossman,2009,The Magicians (The Magicians #1)
585,0001421501686,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)"
586,0689875347,Libba Bray,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)"
587,0060529709,Jonathan Safran Foer,2002,Everything Is Illuminated
588,0752863886,Robert Ludlum,1986,"The Bourne Supremacy (Jason Bourne, #2)"
589,0425266745,Tammara Webber,2012,"Easy (Contours of the Heart, #1)"
590,0140439447,"Charles Dickens, Jeremy Tambling",1849,David Copperfield
591,0316013684,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian
592,0679760806,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,The Master and Margarita
593,0553383043,Ursula K. Le Guin,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)"
594,0763616052,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie
595,0743253973,John Knowles,1959,A Separate Peace
596,0385339607,John Grisham,1995,The Rainmaker
597,0142437239,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quixote
598,0006480098,Robin Hobb,1995,"Assassin's Apprentice (Farseer Trilogy, #1)"
599,0345418921,Douglas Adams,1980,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)"
600,0385739141,Lauren Kate,2010,"Torment (Fallen, #2)"
601,0723247706,Beatrix Potter,1901,The Tale of Peter Rabbit
602,0064405044,"C.S. Lewis, Pauline Baynes",1953,"The Silver Chair (Chronicles of Narnia, #4)"
603,0765316897,Brandon Sanderson,2008,"The Hero of Ages (Mistborn, #3)"
604,0679746048,Susanna Kaysen,1993,"Girl, Interrupted"
605,0061173398,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea"
606,0743278909,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull
607,0001481426303,Cassandra Clare,2014,"City of Heavenly Fire (The Mortal Instruments, #6)"
608,0920668372,"Robert Munsch, Sheila McGraw",1986,Love You Forever
609,0001416524517,Stephen King,2006,Cell
610,000067002581X,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics
611,0618391118,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion (Middle-Earth Universe)
612,0451210859,Stephen King,1987,"The Drawing of the Three (The Dark Tower, #2)"
613,0330449605,Kate Morton,2008,The Forgotten Garden
614,0099428644,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,The Trial
615,0142501557,Sarah Dessen,2002,This Lullaby
616,0743275012,Jodi Picoult,2000,Plain Truth
617,0385523386,Piper Kerman,2010,Orange Is the New Black
618,0451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles
619,0374275637,Daniel Kahneman,2011,"Thinking, Fast and Slow"
620,0345350499,Marion Zimmer Bradley,1982,"The Mists of Avalon (Avalon, #1)"
621,0689841582,Judy Blume,1970,"Are You There God? It's Me, Margaret"
622,0446612707,Nicholas Sparks,2002,Nights in Rodanthe
623,0001476754454,Stephen King,2014,"Mr. Mercedes (Bill Hodges Trilogy, #1)"
624,0441014941,Charlaine Harris,2007,"All Together Dead (Sookie Stackhouse, #7)"
625,0375706771,Chris Bohjalian,1997,Midwives
626,0395389496,Chris Van Allsburg,1985,The Polar Express
627,0140544518,"Jon Scieszka, Lane Smith",1989,The True Story of the 3 Little Pigs
628,0425134350,Tom Clancy,1987,"Patriot Games (Jack Ryan Universe, #2)"
629,0061124265,"Paulo Coelho, Margaret Jull Costa",1998,Veronika Decides to Die
630,0385349947,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead"
631,0441013333,Charlaine Harris,2005,"Dead as a Doornail (Sookie Stackhouse, #5)"
632,0062085484,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)"
633,0441783589,Robert A. Heinlein,1959,Starship Troopers
634,0385342063,Sophie Kinsella,2011,I've Got Your Number
635,0001857993284,"Jostein Gaarder, Paulette Møller",1991,Sophie's World
636,0316134112,Mark Cotta Vaz,2011,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)"
